Title,Composer,Rhythm,TimeSignature,Key,Year
9.20 Special,Earl Warren,Medium Swing,4/4,,1941
26-2,John Coltrane,Medium Up Swing,4/4,F,1947
52nd Street Theme,Thelonious Monk,Up Tempo Swing,4/4,,1947
500 Miles High,Chick Corea,Bossa Nova,4/4,Emin,1972
502 Blues,Jimmy Rowles,Waltz,3/4,Amin,1959
A Beautiful Friendship,Donald Kahn,Medium Swing,4/4,,1956
A Blossom Fell,Barnes-Cornelius,Ballad,4/4,Bb,1955
A Certain Smile,Fain-Webster,Medium Swing,4/4,F,1958
A Child Is Born,Roland Hanna,Waltz,3/4,Bb,1969
A Felicidade,Antonio-Carlos Jobim,Bossa Nova,4/4,Amin,1959
A Fine Romance,Jerome Kern,Medium Swing,4/4,,1935
A Flower Is A Lovesome Thing,Billy Strayhorn,Ballad,4/4,Db,1946
A Foggy Day,George Gershwin,Medium Swing,4/4,F,1937
A Ghost Of A Chance,Victor Young,Ballad,4/4,,1931
A Kiss To Build A Dream On,Kalmar-Ruby-Hammerstein,Medium Swing,4/4,,1931
A Little Tear,Deodato-Valle,Bossa Nova,4/4,Db,1960
A Lovely Way To Spend An Evening,Jimmy McHugh,Ballad,4/4,F,1927
A Night In Tunisia,Dizzy Gillespie,Latin,4/4,Dmin,1944
A Nightingale Sang In Berkeley Square,Manning Sherwin,Ballad,4/4,Eb,1940
A Pretty Girl Is Like A Melody,Irving Berlin,Medium Swing,4/4,G,1916
A Shade Of Jade,Joe Henderson,Up Tempo Swing,4/4,Cmin,1974
A Sleepin' Bee,Harold Arlen,Medium Swing,4/4,Ab,1958
A Smooth One,Benny Goodman,Medium Up Swing,4/4,F,1946
A Sound For Sore Ears,Jimmy Heath,Even 8ths,4/4,Eb,1959
A Sunday Kind Of Love,Belle-Prima-Leonard-Rhodes,Ballad,4/4,F,1946
A Taste Of Honey,Marlow-Scott,Waltz,3/4,Dmin,1961
A Time For Love,Johnny Mandel,Ballad,4/4,F,1966
A Tisket A Tasket,Traditional,Medium Swing,4/4,Eb,1938
A Weaver Of Dreams,Victor Young,Medium Swing,4/4,,1947
Ablution,Lennie Tristano,Medium Swing,4/4,Ab,1955
Ac-Cent-Tchu-Ate The Positive,Harold Arlen,Medium Swing,4/4,F,1945
Across The Alley From The Alamo,Joe Greene,Medium Swing,4/4,F,1947
Adam's Apple,Wayne Shorter,Even 8ths,4/4,Ab,1974
Affirmation,José Feliciano,Funk,4/4,Bmin,1977
African Flower,Duke Ellington,Latin,4/4,Ebmin,1965
"African Queen, The",Horace Silver,Medium Swing,4/4,Cmin,1967
Afro Blue,Mongo Santamaria,Waltz,3/4,Fmin,1959
Afro Centric,Joe Henderson,Up Tempo Swing,4/4,Db,1973
After You,Cole Porter,Ballad,4/4,,1959
After You've Gone,Henry Creamer,Up Tempo Swing,4/4,Bb,1941
Afternoon In Paris,John Lewis,Medium Swing,4/4,,1946
Again,Lionel Newman,Ballad,4/4,G,1941
Agua De Beber,Antonio-Carlos Jobim,Bossa Nova,4/4,Dmin,1960
Ahmid-6,Pat Metheny,Even 8ths,4/4,,1973
Ain't Misbehavin',Fats Waller,Medium Swing,4/4,,1927
Ain't She Sweet,Milton Ager,Medium Up Swing,4/4,Eb,1927
Airegin,Sonny Rollins,Up Tempo Swing,4/4,Fmin,1954
Airmail Special,Charlie Christian,Medium Up Swing,4/4,,1938
Aisha,McCoy Tyner,Ballad,4/4,Amin,1966
Alexander's Ragtime Band,Irving Berlin,Medium Swing,4/4,F,1911
Alfie,Burt Bacharach,Ballad,4/4,Bb,1965
Alfie's Theme,Sonny Rollins,Medium Swing,4/4,Bbmin,1966
Alice In Wonderland,Sammy Fain,Waltz,3/4,,1951
All About Ronnie,Joe Greene,Ballad,4/4,Bb,1953
All Alone,Irving Berlin,Waltz,3/4,F,1924
All At Once You Love Her,Rodgers-Hammerstein,Medium Swing,4/4,F,1955
All Blues,Miles Davis,Waltz,3/4,G,1959
All By Myself,Irving Berlin,Medium Swing,4/4,,1975
All God's Chillun Got Rhythm,Kahn-Kaper,Medium Up Swing,4/4,F,1937
All My Tomorrows,Jimmy Van-Heusen,Ballad,4/4,G,1959
All Of A Sudden My Heart Sings,Herpin-Jamblan-Rome,Ballad,4/4,,1941
All Of Me,Gerald Marks,Medium Swing,4/4,,1931
All Of You,Cole Porter,Medium Swing,4/4,Eb,1954
All Or Nothing At All,Arthur Altman,Medium Up Swing,4/4,Amin,1939
All The Things You Are,Jerome Kern,Medium Up Swing,4/4,Ab,1939
All The Way,Jimmy Van-Heusen,Ballad,4/4,Eb,1957
All Through The Day,Kern-Hammerstein,Medium Swing,4/4,F,1946
All Through The Night,Cole Porter,Medium Swing,4/4,F,1934
All Too Soon,Duke Ellington,Ballad,4/4,,1940
Almost Like Being In Love,Frederick Loewe,Medium Swing,4/4,Ab,1947
Alone Together,Arthur Schwartz,Medium Swing,4/4,Dmin,1932
Along Came Betty,Benny Golson,Medium Swing,4/4,Ab,1958
Always,Irving Berlin,Waltz,3/4,F,1925
Always And Forever,Pat Metheny,Ballad,4/4,Amin,1976
Am I Blue?,Harry Akst,Medium Swing,4/4,F,1929
Among My Souvenirs,Horatio Nicholls,Ballad,4/4,Eb,1927
Ana Maria,Wayne Shorter,Even 8ths,4/4,G,1975
And The Angels Sing,Ziggy Elman,Medium Swing,4/4,Eb,1939
Angel Eyes,Matt Dennis,Ballad,4/4,Cmin,1946
Anthropology,Charlie Parker,Up Tempo Swing,4/4,Bb,1946
Anything Goes,Cole Porter,Medium Swing,4/4,,1934
April,Lennie Tristano,Medium Up Swing,4/4,G,1969
April In Paris,Vernon Duke,Medium Swing,4/4,,1932
April Joy,Pat Metheny,Even 8ths,4/4,F,1978
Aren't You Glad You're You,Jimmy Van-Heusen,Medium Swing,4/4,F,1945
Armageddon,Wayne Shorter,Medium Swing,4/4,Bbmin,1963
Armando's Rhumba,Chick Corea,Latin,4/4,Cmin,1976
As Long As I Live,Harold Arlen,Medium Swing,4/4,F,1934
As Time Goes By,Herman Hupfeld,Ballad,4/4,Eb,1931
Ask Me Now,Thelonious Monk,Ballad,4/4,Db,1951
At Last,Harry Warren,Medium Swing,4/4,,1941
At Long Last Love,Cole Porter,Medium Swing,4/4,,1938
Au Privave,Charlie Parker,Up Tempo Swing,4/4,F,1951
Autumn In New York,Vernon Duke,Ballad,4/4,F,1934
Autumn Leaves,Joseph Kosma,Medium Swing,4/4,Gmin,1945
Autumn Nocturne,Gannon-Myrow,Slow Swing,4/4,,1941
Avalon,Jolson-Sylva-Rose,Up Tempo Swing,4/4,Bb,1920
Ba-lue Bolivar Ba-lues-are,Thelonious Monk,Medium Swing,4/4,Bb,1959
"Baby, Won't You Please Come Home",Warfield-Williams,Medium Slow,4/4,G,1911
Backstage Sally,Wayne Shorter,Medium Swing,4/4,Fmin,1977
Bags and Trane,Milt Jackson,Medium Swing,4/4,Cmin,1957
Bags' Groove,Milt Jackson,Medium Swing,4/4,F,1952
"Balance, The",Dave Holland,Even 16ths,5/4,Gmin,1976
Ballad For Very Tired And Very Sad Lotus Eaters,Billy Strayhorn,Medium Swing,4/4,Ab,1973
Baltimore Oriole,Hoagy Carmichael,Ballad,4/4,Gmin,1941
Barbados,Charlie Parker,Latin,4/4,F,1956
Barbara,Horace Silver,Waltz,6/4,Eb,1959
Bark For Barksdale,Gerry Mulligan,Up Tempo Swing,4/4,F,1954
Basin Street Blues,Spencer Williams,Slow Swing,4/4,Bb,1925
"Baubles, Bangles and Beads",Borodin-Wright-Forrest,Waltz,3/4,Ab,1955
Be Careful It's My Heart,Irving Berlin,Medium Swing,4/4,F,1942
Be My Love,Nikolaus Brodszky,Medium Swing,4/4,G,1950
Be-Bop,Dizzy Gillespie,Up Tempo Swing,4/4,Fmin,1945
Beatrice,Sam Rivers,Medium Swing,4/4,F,1966
Beautiful Love,Victor Young,Medium Swing,4/4,Dmin,1933
Beauty And The Beast,Wayne Shorter,Funk,4/4,F,1967
Begin The Beguine,Cole Porter,Medium Swing,4/4,,1935
Bein' Green,Joe Raposo,Even 8ths,4/4,Bb,1970
Bemsha Swing,Thelonious Monk,Medium Swing,4/4,,1955
Benny's Tune,Lionel Loueke,Afro,6/4,Db,1960
Bernie's Tune,Bernie Miller,Medium Up Swing,4/4,Dmin,1954
Besame Mucho,Consuelo Velazques,Bossa Nova,4/4,Dmin,1942
Bess You Is My Woman,George Gershwin,Ballad,4/4,Bb,1939
Bessie's Blues,John Coltrane,Up Tempo Swing,4/4,Eb,1959
"Best Is Yet To Come (Page 1), The",Cy Coleman,Medium Swing,4/4,Ab,1957
"Best Is Yet To Come (Page 2), The",Cy Coleman,Medium Swing,4/4,Ab,1957
"Best Thing For You Is Me, The",Irving Berlin,Medium Swing,4/4,,1942
"Best Things In Life Are Free, The",DeSylva-Brown-Henderson,Medium Up Swing,4/4,,1926
Better Days Ahead,Pat Metheny,Samba,4/4,,1976
Better Git It In Your Soul,Charles Mingus,Up Tempo Swing,6/4,F,1944
Better Than Anything,Loughborough-Wheat,Waltz,3/4,D,1974
Between The Devil And The Deep Blue Sea,Harold Arlen,Medium Up Swing,4/4,F,1932
Bewitched,Richard Rodgers,Ballad,4/4,,1936
Beyond The Blue Horizon,Whiting-Harding,Medium Swing,4/4,Bb,1931
Beyond The Sea,Charles Trenet,Medium Swing,4/4,F,1947
Bidin' My Time,George Gershwin,Medium Swing,4/4,Eb,1927
Big Nick,John Coltrane,Medium Slow,4/4,G,1963
"Bill Bailey, Won't You Please Come Home",Hughie Cannon,Medium Up Swing,4/4,G,1902
Bill's Hit Tune,Bill Evans,Medium Swing,4/4,Cmin,1962
Billie's Bounce,Charlie Parker,Medium Up Swing,4/4,F,1945
Billy Boy,Traditional,Medium Up Swing,4/4,,1939
Birk's Works,Dizzy Gillespie,Up Tempo Swing,4/4,Fmin,1945
"Birth Of The Blues, The",Ray Henderson,Slow Swing,4/4,,1927
Black And Blue,Fats Waller,Slow Swing,4/4,,1930
Black And Tan Fantasy,Ellington-Miley,Medium Swing,4/4,Bbmin,1927
Black Butterfly,Ellington-Carruthers-Mills,Slow Swing,4/4,F,1940
Black Coffee,Burke-Webster,Slow Swing,4/4,,1929
Black Narcissus,Joe Henderson,Waltz,3/4,G#min,1970
Black Nile,Wayne Shorter,Up Tempo Swing,4/4,Dmin,1964
Blackberry Winter,Alec Wilder,Ballad,4/4,F,1962
Blame It On My Youth,Oscar Levant,Ballad,4/4,Eb,1945
Blood Count,Billy Strayhorn,Ballad,4/4,D,1967
Bloomdido,Charlie Parker,Up Tempo Swing,4/4,Bb,1950
Blue (And Broken Hearted),Leslie-Handman-Clarke,Medium Swing,4/4,Bb,1932
Blue And Sentimental,Livingstone-David-Basie,Ballad,4/4,Eb,1937
Blue Bossa,Kenny Dorham,Bossa Nova,4/4,Cmin,1963
Blue Champagne,Watts-Ryerson-Eaton,Medium Swing,4/4,F,1935
Blue Daniel,Frank Rosolino,Waltz,3/4,D,1960
Blue In Green,"Miles Davis, Bill Evans",Ballad,4/4,Dmin,1959
Blue Lou,Irving Mills,Medium Swing,4/4,Bb,1939
Blue Monk,Thelonious Monk,Medium Swing,4/4,Bb,1952
Blue Moon,Richard Rodgers,Medium Swing,4/4,Eb,1935
"Blue Room, The",Richard Rodgers,Medium Swing,4/4,F,1934
Blue Silver,Horace Silver,Medium Swing,4/4,Ebmin,1957
Blue Skies,Irving Berlin,Medium Up Swing,4/4,,1925
Blue Sphere,Thelonious Monk,Medium Swing,4/4,Bb,1976
Blue Turning Grey Over You,Fats Waller,Slow Swing,4/4,Bb,1931
Blueberry Hill,Lewis-Stock-Rose,Medium Swing,4/4,Eb,1940
Bluehawk,Thelonious Monk,Medium Swing,4/4,Bb,1959
Blues Five Spot,Thelonious Monk,Medium Swing,4/4,Bb,1955
Blues For Alice,Charlie Parker,Medium Up Swing,4/4,F,1945
Blues For Wood,Woody Shaw,Up Tempo Swing,4/4,Fmin,1961
Blues In The Closet,Oscar Pettiford,Medium Up Swing,4/4,Ab,1947
Blues In The Night,Harold Arlen,Slow Swing,4/4,G,1939
Blues March,Benny Golson,Medium Swing,4/4,Bb,1958
Bluesette,Toots Thielemans,Waltz,3/4,Bb,1958
Body And Soul,Johnny Green,Ballad,4/4,Db,1930
Bohemia After Dark,Oscar Pettiford,Up Tempo Swing,4/4,Gmin,1957
Bolivia,Cedar Walton,Up Tempo Swing,4/4,D,1966
Boo Boo's Birthday,Thelonious Monk,Medium Swing,4/4,,1968
Booker's Waltz,Booker Little,Waltz,3/4,Ab,1968
Boplicity,Cleo Henry,Medium Swing,4/4,F,1949
Born To Be Blue,Wells-Torme,Ballad,4/4,,1935
Bossa Antigua,Paul Desmond,Bossa Nova,4/4,Ab,1965
"Boulevard Of Broken Dreams, The",Dubin-Warren,Ballad,4/4,Dmin,1940
Bouncin' With Bud,Bud Powell,Up Tempo Swing,4/4,Bb,1947
Bourbon Street Parade,Paul Barbarin,Medium Up Swing,4/4,Ab,1939
"Boy Next Door, The",Martin-Blane,Waltz,3/4,,1946
Brazil (Aquarela Do Brasil),Ary Barroso,Samba,4/4,D,1936
Brazilian Like,Michel Petrucciani,Bossa Nova,4/4,Bbmin,1968
Brazilian Suite,Michel Petrucciani,Bossa Nova,4/4,Bbmin,1976
"Breeze And I, The",Ernesto Lecuona,Latin,4/4,Eb,1930
Bright Boy,John Bright,Medium Up Swing,4/4,Eb,1976
Bright Mississippi,Thelonious Monk,Up Tempo Swing,4/4,Ab,1959
Bright Size Life,Pat Metheny,Even 8ths,4/4,D,1977
Brilliant Corners,Thelonious Monk,Medium Swing,4/4,Bb,1957
Broadway,William-Henri-Woode,Medium Up Swing,4/4,Bb,1926
Brother Can You Spare A Dime,Yarburg-Gorney,Slow Swing,4/4,Cmin,1931
Brotherhood Of Man,Frank Loesser,Medium Up Swing,4/4,Eb,1947
Bud Powell,Chick Corea,Medium Up Swing,4/4,F,1960
Budo,Davis-Powell,Up Tempo Swing,4/4,Ab,1949
But Beautiful,Jimmy Van-Heusen,Ballad,4/4,G,1939
But Not For Me,George Gershwin,Medium Up Swing,4/4,Eb,1934
Butch And Butch,Oliver Nelson,Medium Up Swing,4/4,G,1957
Butterfly,Herbie Hancock,Funk,4/4,Fmin,1966
Butterfly Dreams,Stanley Clarke,Waltz,3/4,,1976
By Myself,Arthur Schwartz,Medium Swing,4/4,F,1935
Bye Bye Baby,Jule Styne,Medium Swing,,Bb,1955
Bye Bye Blackbird,Ray Henderson,Medium Swing,4/4,F,1924
Bye Bye Blues,Hamm-Bennett-Lown-Gray,Up Tempo Swing,4/4,,1934
Bye-Ya,Thelonious Monk,Medium Swing,4/4,Ab,1959
C-Jam Blues,Duke Ellington,Medium Swing,4/4,,1938
C.T.A.,Jimmy Heath,Up Tempo Swing,4/4,Bb,1963
C'est Si Bon,Henri Betti,Medium Swing,4/4,Bb,1947
Cabaret,Kander-Ebb,Medium Swing,4/4,Eb,1958
Cabin in the Sky,Vernon Duke,Medium Swing,4/4,G,1941
Call Me,Tony Hatch,Bossa Nova,4/4,G,1966
Call Me Irresponsible,Jimmy Van-Heusen,Medium Swing,4/4,F,1962
Can't Help Lovin' Dat Man,Jerome Kern,Slow Swing,4/4,Eb,1935
Can't We Be Friends,Swift-James,Medium Swing,4/4,Eb,1932
Candy,David-Whitney-Kramer,Medium Swing,4/4,Bb,1953
Cantaloupe Island,Herbie Hancock,Rock Pop,4/4,Fmin,1964
Captain Marvel,Chick Corea,Samba,4/4,,1977
Caravan,Duke Ellington,Latin,4/4,Fmin,1937
Catch Me,Joe Pass,Up Tempo Swing,4/4,Dmin,1964
Celia,Bud Powell,Up Tempo Swing,4/4,Bb,1959
Central Park West,John Coltrane,Ballad,4/4,B,1966
Ceora,Lee Morgan,Bossa Nova,4/4,Ab,1966
Chameleon,Herbie Hancock,Funk,4/4,Bbmin,1973
Change Partners,Irving Berlin,Medium Swing,4/4,F,1934
Charleston,James Johnson,Medium Up Swing,4/4,Bb,1920
"Chase, The",Dexter Gordon,Medium Up Swing,4/4,Bb,1976
Chasin' The Trane,John Coltrane,Up Tempo Swing,4/4,F,1960
Cheek To Cheek,Irving Berlin,Medium Up Swing,4/4,,1935
Cheese Cake,Dexter Gordon,Medium Up Swing,4/4,Cmin,1959
Cheetah,Kenny Burrell,Up Tempo Swing,4/4,Bb,1976
Chega De Saudade (No More Blues),Antonio-Carlos Jobim,Bossa Nova,4/4,Dmin,1958
Chelsea Bridge,Billy Strayhorn,Ballad,4/4,Db,1941
Cherokee,Ray Noble,Up Tempo Swing,4/4,Bb,1938
Cheryl,Charlie Parker,Medium Swing,4/4,,1959
Chicago,Fred Fisher,Medium Swing,4/4,,1946
"Chicken, The",Pee-Wee Ellis,Funk,4/4,Bb,1976
Children Of The Night,Wayne Shorter,Medium Swing,4/4,Cmin,1966
Chucho,Paquito D'Rivera,Latin,4/4,Dmin,1976
Close Enough For Love,Mandel-Williams,Ballad,4/4,Ab,1974
Close Your Eyes,Bernice Petkere,Medium Swing,4/4,Ebmin,1937
Cold Duck Time,Eddie Harris,Rock Pop,4/4,F,1969
Come Back To Me,"Alan Lerner, Burton Lane",Medium Swing,4/4,F,1935
Come Fly With Me,Jimmy Van-Heusen,Medium Up Swing,4/4,,1958
Come Rain Or Come Shine,Harold Arlen,Medium Swing,4/4,F,1946
Come Sunday,Duke Ellington,Ballad,4/4,Bb,1940
Comes Love,Brown-Stept-Tobias,Medium Swing,4/4,Gmin,1930
Comrade Conrad,Bill Evans,Medium Swing,3/4,Gmin,1971
Con Alma,Dizzy Gillespie,Afro,4/4,,1958
Conception,George Shearing,Medium Swing,4/4,Db,1954
Conference Of The Birds,Dave Holland,Even 8ths,2/4,F,1974
Confirmation,Charlie Parker,Up Tempo Swing,4/4,F,1946
Contemplation,McCoy Tyner,Waltz,3/4,Cmin,1968
Continuum,Jaco Pastorius,Funk,4/4,E,1976
"Cool One, The",Benny Golson,Medium Swing,4/4,G,1959
Copenhagen,Davis-Melrose,Medium Swing,4/4,Bb,1947
Coral,Keith Jarrett,Ballad,4/4,Cmin,1959
Corcovado,Antonio-Carlos Jobim,Bossa Nova,4/4,,1961
"Core, The",Freddie Hubbard,Up Tempo Swing,4/4,Ebmin,1964
Cottage For Sale,Willard Robison,Medium Swing,4/4,Eb,1947
Cotton Tail,Duke Ellington,Up Tempo Swing,4/4,Bb,1940
Could It Be You,Cole Porter,Ballad,4/4,Bb,1963
Countdown,John Coltrane,Up Tempo Swing,4/4,Bb,1959
Cousin Mary,John Coltrane,Medium Up Swing,4/4,Ab,1960
Crazy He Calls Me,Carl Sigman,Ballad,4/4,F,1942
Crazy Rhythm,Wolfe-Kahn-Meyer,Up Tempo Swing,4/4,F,1931
Creole Love Call,Duke Ellington,Medium Swing,4/4,Bb,1927
Crepuscule With Nellie,Thelonious Monk,Ballad,4/4,Ab,1959
Crisis,Freddie Hubbard,Medium Swing,4/4,B,1968
Criss Cross,Thelonious Monk,Medium Swing,4/4,Gmin,1958
Cry Me A River,Arthur Hamilton,Ballad,4/4,Eb,1934
Crystal Silence,Chick Corea,Ballad,4/4,Amin,1972
Cute,Neal Hefti,Medium Swing,4/4,F,1939
Cyclic Episode,Sam Rivers,Medium Swing,4/4,,1976
Cynthia's In Love,Owens-White-Gish,Medium Swing,4/4,Eb,1955
Daahoud,Clifford Brown,Up Tempo Swing,4/4,Eb,1954
Dance Cadaverous,Wayne Shorter,Waltz,3/4,,1964
Dance Of The Infidels,Bud Powell,Up Tempo Swing,4/4,F,1947
Dancing In The Dark,Arthur Schwartz,Medium Swing,4/4,,1934
Dancing On The Ceiling,Richard Rodgers,Ballad,4/4,F,1936
Danny Boy,Traditional,Medium Swing,4/4,,1910
Darn That Dream,Jimmy Van-Heusen,Ballad,4/4,G,1939
Dat Dere,Bobby Timmons,Slow Swing,4/4,Cmin,1961
Day By Day,Cahn-Stordahl-Weston,Medium Swing,4/4,G,1938
Day Dream,Strayhorn-Ellington,Ballad,4/4,F,1941
Day Dreaming,Jerome Kern,Ballad,4/4,Bb,1965
"Day In, Day Out",Rube Bloom,Medium Swing,4/4,,1947
Daybreak,Adamson-Grofe,Medium Swing,4/4,Eb,1946
Days And Nights Waiting,Keith Jarrett,Even 8ths,4/4,D,1974
Days Of Wine And Roses,Henry Mancini,Medium Swing,4/4,F,1962
Dear Lord,John Coltrane,Medium Swing,4/4,D,1968
Dear Old Stockholm,Traditional,Medium Swing,4/4,Dmin,1954
Dearly Beloved,Jerome Kern,Medium Swing,4/4,,1942
Decision,Sonny Rollins,Medium Swing,4/4,Fmin,1957
Dedicated To You,Cahn-Chaplin-Zaret,Ballad,4/4,Bb,1946
Deed I Do,Hirsch-Rose,Medium Swing,4/4,,1927
Deep Purple,Peter De-Rose,Medium Swing,4/4,F,1929
Del Sasser,Sam Jones,Medium Up Swing,4/4,Eb,1961
Desafinado,Antonio-Carlos Jobim,Bossa Nova,4/4,F,1958
Desafinado (Original),Antonio-Carlos Jobim,Bossa Nova,4/4,E,1958
Detour Ahead,Herb Ellis,Ballad,4/4,,1949
Devil May Care,Dorough-Kirk,Medium Up Swing,4/4,Gmin,1956
Dewey Square,Charlie Parker,Medium Up Swing,4/4,Eb,1947
Dexterity,Charlie Parker,Medium Up Swing,4/4,Bb,1947
Diane,Rapee-pollack,Medium Swing,4/4,Eb,1939
Dienda,Kenny Kirkland,Waltz,3/4,,1974
Dig,Miles Davis,Up Tempo Swing,4/4,Ab,1954
Dinah,Harry Akst,Medium Up Swing,4/4,G,1913
Dindi,Antonio-Carlos Jobim,Bossa Nova,4/4,Eb,1961
Diverse,Charlie Parker,Up Tempo Swing,4/4,Bbmin,1957
Django,John Lewis,Medium Swing,4/4,Fmin,1951
Do It Again,Gershwin-De Sylva,Ballad,4/4,F,1935
Do Nothin' Til You Hear From Me,Duke Ellington,Medium Swing,4/4,Bb,1940
Do You Know What It Means?,Louis Alter,Medium Swing,4/4,,1939
Dolores,Wayne Shorter,Up Tempo Swing,4/4,Db,1959
Dolphin Dance,Herbie Hancock,Medium Swing,4/4,Eb,1965
"Dolphin, The",Luiz Eca,Bossa Nova,4/4,E,1976
Don't Be That Way,Edgar Sampson,Medium Swing,4/4,Db,1937
Don't Blame Me,Jimmy McHugh,Ballad,4/4,,1931
Don't Explain,Billie Holiday,Ballad,4/4,Dmin,1942
Don't Fence Me In,Cole Porter,Medium Swing,4/4,F,1935
Don't Get Around Much Anymore,Duke Ellington,Medium Swing,4/4,,1942
Don't Go To Strangers,Kent-Mason-Evans,Ballad,4/4,Bb,1954
Don't Know Why,Jesse Harris,Ballad,4/4,Bb,1999
Don't Misunderstand,Gordon Parks,Medium Swing,4/4,F,1968
Don't Take Your Love From Me,Henry Nemo,Ballad,4/4,,1941
Don't Worry 'Bout Me,Rube Bloom,Ballad,4/4,Ab,1936
